angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness
0,13.26,25.0,"[0.82, 1.04, 1.14]",0.23,0.16,3.38,"[1.1, 0.99, 1.1]",0.58
180,13.26,20.0,"[1.33, 0.88, 0.79]",-0.23,0.1,5.0,"[0.96, 0.85, 0.96]",0.5
