angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness
0,20.0,20.0,"[1.0, 1.0, 1.0]",-0.5,0,5.0,"[1.0, 1.0, 1.0]",1.25
180,20.0,30.0,"[1.0, 1.0, 1.0]",0.75,0,5.0,"[1.0, 1.0, 1.0]",0.75
