angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness
0,14.87,24.62,"[0.97, 1.52, 0.51]",0.11,-0.27,7.81,"[1.37, 0.8, 1.37]",1.32
