angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness_factor2,thickness,thickness_mode,n_curves
0,20.0,30.0,"[1.0, 1.0, 1.0, 1.0]",0,0,5.0,"[0.5, 1.0, 0.5]","[0.33, 0.33, 0.33]",1.8,"sbend",7
