angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness
0,19.3,25.35,"[1.78, 0.63, 0.59]",-0.26,0.42,3.35,"[1.05, 0.69, 1.05]",0.67
180,19.3,22.16,"[1.2, 0.94, 0.86]",-0.46,0.5,1.97,"[1.15, 0.56, 1.15]",0.5
