angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness_factor2,thickness,thickness_mode
0,20.0,25.0,"[0.9, 1.0, 1.1]",0.25,0,5.0,"[0.42, 0.75, 0.42]","[0.42, 0.42, 0.42]",2,"collapsed"
