angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness
0,20.0,21.0,"[1.1, 0.8, 1.1]",0,-0.4,5.0,"[1.0, 0.75, 1.0]",1.1
180,20.0,28.0,"[0.8, 0.7, 1.5]",0,-0.4,5.0,"[0.75, 1.0, 0.75]",0.75
