Prototype ID,export_folder,config_csv,use_linear_fast
lin_collapse0,prototype_models,datasets/configs/lin_collapse0a.csv,False
lin_collapse1,prototype_models,datasets/configs/lin_collapse5.csv,False
bend_collapse1,prototype_models,datasets/configs/bend_collapse1.csv,False
sbending0,prototype_models,datasets/configs/sbending0.csv,False
