Prototype ID,export_folder,config_csv,use_linear_fast
bending0,prototype_models,datasets/configs/bending0.csv,False
bending1,prototype_models,datasets/configs/bending1.csv,False
bending2,prototype_models,datasets/configs/bending2.csv,False
bending3,prototype_models,datasets/configs/bending3.csv,False
bending4,prototype_models,datasets/configs/bending4.csv,False
bending5,prototype_models,datasets/configs/bending5.csv,False
