angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness
90,20,23,"[1.3, 1.0, 0.7]",0.2,0,5.0,"[1.0, 1.0, 1.0]",1.2
180,20,24,"[1.0, 1.0, 1.0]",0.2,0,10.0,"[1.0, 1.0, 1.0]",1.4
270,20,23,"[0.8, 1.0, 1.2]",0.2,0,7.0,"[1.0, 1.0, 1.0]",1.3
