angular_section,amplitude0,desired_radius,period_factors,offset_factor_x,mid_factor_x,curve_weight,thickness_factor,thickness
0,10.2,25.45,"[1.26, 1.29, 0.45]",-0.4,-0.07,9.92,"[0.54, 1.33, 0.54]",1.1
